income_year,normalized_income_range,income_range_display,sex,taxable_status,age_range_display,individuals_count,total_income_amount,net_tax_amount
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,30 - 34,101731.0,7836522015.250405,1371925867.0392694
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,35 - 39,81560.0,6297277580.961513,1107081929.3701415
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,40 - 44,79341.0,6127612929.310223,1079234038.498095
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,45 - 49,71811.0,5539024082.449998,975243025.8444135
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,50 - 54,72095.0,5560995494.289865,976310746.2143828
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,55 - 59,62890.0,4837550214.483252,811308454.0616198
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,60 - 64,48195.0,3707144544.3039064,598725620.9415116
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,65 - 69,24481.0,1873701945.8904886,278563854.75109905
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,70 - 74,8539.0,658037167.7106377,90040855.83997113
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,75 and over,11335.0,840500173.272939,110272164.7396761
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,Under 18,202.0,14803037.302140733,2597151.487592863
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,18 - 24,2.0,171235.6517583683,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,25 - 29,16.0,1573685.7351547563,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,30 - 34,22.0,1983780.2662882144,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,35 - 39,17.0,1620899.2492369893,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,40 - 44,12.0,1117948.780902345,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,45 - 49,10.0,1055298.0622131494,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,50 - 54,8.0,778783.6411778674,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,55 - 59,595.0,53777930.023990594,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,60 - 64,20.0,1881940.2931949343,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,65 - 69,6.0,586484.7599202389,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,70 - 74,2.0,152253.54505467298,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,75 and over,19.0,1704607.168680383,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,18 - 24,24387.0,2212275050.4469757,460801277.3499917
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,25 - 29,94600.0,8727669467.123917,1812440793.5111253
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,30 - 34,90082.0,8425790247.9056,1758091620.6004815
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,35 - 39,72556.0,6806957633.18404,1420512344.676185
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,40 - 44,79147.0,7431912784.770111,1551179670.2146752
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,45 - 49,78068.0,7335543663.905715,1528441505.824183
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,50 - 54,80494.0,7561400470.585223,1571305365.9520235
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,55 - 59,65511.0,6169156414.738371,1239310157.2658877
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,60 - 64,37412.0,3542945126.2957864,708450815.7963005
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,65 - 69,14347.0,1371901342.1677415,268825911.81565446
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,70 - 74,5199.0,504727243.1989698,96995477.33266199
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,75 and over,10568.0,991169518.4525391,188722734.58673492
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,Under 18,127.0,12094987.71348099,2691849.1393813253
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,18 - 24,8.0,776636.2021866153,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,25 - 29,51.0,4780140.112825494,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,30 - 34,49.0,4659676.14048523,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,35 - 39,34.0,3288535.741696277,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,40 - 44,28.0,2662291.408089044,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,45 - 49,43.0,4175557.0602277187,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,50 - 54,47.0,4733232.858992435,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,55 - 59,539.0,49293599.93364733,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,60 - 64,46.0,4537714.627871447,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,65 - 69,26.0,2642712.455624164,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,70 - 74,5.0,591712.8876384135,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,75 and over,19.0,2988339.204306598,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,Under 18,1.0,90996.67222392051,0.0
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,18 - 24,46856.0,4378945206.713013,890759258.6335766
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,25 - 29,122852.0,11594384701.018284,2370888125.748207
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,30 - 34,135662.0,12918399320.84615,2657905919.2739997
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,35 - 39,115886.0,11068365178.208895,2282666472.819052
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,40 - 44,114158.0,10909399106.621017,2255067373.485905
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,45 - 49,102466.0,9795881159.13683,2022189806.2128837
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,50 - 54,102036.0,9742943918.319817,2008288737.9053288
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,55 - 59,85541.0,8155459411.809475,1633627684.4286783
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,60 - 64,58054.0,5545437274.05351,1093910152.2971802
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,65 - 69,26051.0,2498605530.8631763,470250000.4712577
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,70 - 74,8384.0,818486891.91699,147212432.62558326
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,75 and over,10432.0,976666967.0730976,174484799.2970734
2013–14,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,Under 18,211.0,19808127.973935653,4399541.819784681
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Non Taxable,40 - 44,0.0,40340.73423725675,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Non Taxable,45 - 49,0.0,47841.53414576998,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,18 - 24,13.0,25780977.571997,10712375.00640606
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,25 - 29,24.0,60668230.132015735,26266327.6413455
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,30 - 34,49.0,112032557.56244813,51735755.729731806
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,35 - 39,120.0,259746808.74779904,118707769.7088202
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,40 - 44,313.0,759203356.3400658,351625769.9927547
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,45 - 49,436.0,1042136322.2446164,473235378.7790275
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,50 - 54,422.0,1058701734.1657864,483596263.60403657
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,55 - 59,368.0,1161754140.4929402,530969054.0880774
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,60 - 64,297.0,1091571610.3740954,506430843.70590794
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,65 - 69,244.0,1286569223.9280891,570948695.31515
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,70 - 74,166.0,436386832.42903906,187763376.98600924
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,75 and over,404.0,1242545956.125849,543131821.3845727
2014–15,"$1,000,001 or more","$1,000,001 or more",Female,Taxable,Under 18,1.0,2207788.597267392,1036295.9127664574
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,40 - 44,1.0,2029752.32,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,45 - 49,1.0,1604654.08,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,50 - 54,0.0,83955.12930052297,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,55 - 59,3.0,6570931.982993317,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,60 - 64,0.0,45920.6548165668,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,65 - 69,0.0,41129.87633157757,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,70 - 74,0.0,51593.185589124536,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,18 - 24,24.0,40147546.45602235,14662345.76815709
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,25 - 29,58.0,112887522.50321902,50209300.48100248
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,30 - 34,151.0,368273594.48084503,166474660.8086693
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,35 - 39,508.0,1082222291.0854397,488711239.69813037
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,40 - 44,1362.0,2820345492.2806506,1276024858.7038026
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,45 - 49,1933.0,4671266514.920326,2096849337.3049726
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,50 - 54,2042.0,5214109940.172119,2363521056.5573983
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,55 - 59,1614.0,4591436546.338713,2047490915.8267426
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,60 - 64,1005.0,2684098796.659678,1212479373.1066496
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,65 - 69,636.0,2558003310.8415565,1030600843.6941941
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,70 - 74,387.0,1230821321.4361634,551800754.1776799
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,75 and over,447.0,1487152745.363037,653535975.0362349
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,Under 18,0.0,154919.64532827443,67207.70219186791
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,18 - 24,143124.0,2582666359.6085477,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,25 - 29,64287.0,1178799389.5741158,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,30 - 34,59199.0,1094557057.7024257,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,35 - 39,50087.0,934845465.4052296,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,40 - 44,48435.0,914167167.9585313,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,45 - 49,41090.0,785256253.7620938,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,50 - 54,40007.0,767921522.0109768,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,55 - 59,39217.0,754062274.8523122,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,60 - 64,44159.0,840197600.7927,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,65 - 69,37358.0,705545741.1300396,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,70 - 74,22341.0,424540734.19076145,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,75 and over,24394.0,466862150.4167392,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,Under 18,11625.0,186938536.3532402,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,18 - 24,270.0,5117367.937715823,1164440.5731881696
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,25 - 29,435.0,8470079.982348444,1709650.510898487
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,30 - 34,442.0,8359193.09322633,1825443.2304008147
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,35 - 39,489.0,8866453.457105601,2086728.1647247935
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,40 - 44,618.0,11608062.997138826,2836307.620163178
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,45 - 49,585.0,10421102.574636769,2641067.371226188
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,50 - 54,656.0,12249493.539234906,2945218.387942484
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,55 - 59,627.0,12041425.015240297,2802530.142829879
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,60 - 64,512.0,10919563.19457469,2136843.8177382993
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,65 - 69,325.0,6967007.09467292,1442037.623547421
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,70 - 74,178.0,3685460.4969337056,778710.2552868852
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,75 and over,142.0,2554198.543745191,701764.0813265633
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,Under 18,201.0,3263575.765258478,356320.78429100645
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,18 - 24,130670.0,2382198074.397778,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,25 - 29,54672.0,1011207208.6815577,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,30 - 34,34679.0,650810446.3056278,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,35 - 39,25068.0,478203133.43131965,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,40 - 44,24846.0,480112465.45473886,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,45 - 49,23634.0,461992893.1904587,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,50 - 54,25576.0,500631176.8716854,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,55 - 59,26123.0,515211404.2881343,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,60 - 64,34572.0,674694311.0948331,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,65 - 69,37940.0,731154346.249163,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,70 - 74,25369.0,492039286.1030737,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,75 and over,27356.0,530327374.1524264,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,Under 18,12956.0,219318716.2261431,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,18 - 24,389.0,6926594.204792843,1829722.4183116106
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,25 - 29,610.0,11512826.382182429,2397601.1635361677
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,30 - 34,632.0,11830031.370780941,2636238.728683652
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,35 - 39,677.0,12803675.421962293,2890847.5377849736
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,40 - 44,767.0,14786696.221020717,3366644.757691146
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,45 - 49,807.0,16305802.800324483,3624808.8936565043
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,50 - 54,799.0,15690288.18194439,3503240.8331685783
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,55 - 59,809.0,16223721.46919763,3439798.143728605
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,60 - 64,712.0,15608649.4578618,2911369.9976602453
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,65 - 69,411.0,8647536.39053808,1746773.177242534
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,70 - 74,221.0,4865157.929285301,955761.3815799704
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,75 and over,165.0,2950990.5261844257,726560.3195192054
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,Under 18,200.0,3268825.49898873,378710.2955098115
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,18 - 24,1.0,109790.44682929048,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,25 - 29,14.0,1991336.1181664695,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,30 - 34,27.0,3698044.2233651327,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,35 - 39,28.0,3779559.397204116,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,40 - 44,17.0,2267637.842415248,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,45 - 49,15.0,2325387.0828109677,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,50 - 54,20.0,3000627.259247971,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,55 - 59,677.0,89592506.0927237,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,60 - 64,27.0,3650732.5294809146,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,65 - 69,11.0,1647776.7795923527,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,70 - 74,4.0,456240.9036550337,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,75 and over,3.0,432938.15178606636,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,Under 18,0.0,4.123685129937116,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,18 - 24,7719.0,954989943.2952485,244351893.40933204
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,25 - 29,41696.0,5194399445.550785,1310924140.7431746
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,30 - 34,76295.0,9827528535.917719,2515400511.591075
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,35 - 39,73647.0,9653321197.57579,2488772075.3038435
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,40 - 44,82180.0,10808304920.539444,2786340473.262035
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,45 - 49,78577.0,10306546921.446886,2643640990.806884
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,50 - 54,75051.0,9828525425.108307,2506477101.7210584
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,55 - 59,61608.0,8098937598.035347,1978371421.4044433
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,60 - 64,31504.0,4185143120.8107557,1040226794.6054255
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,65 - 69,13354.0,1812772935.8755255,444671287.3592634
